st,ssd_fips,name,sm_name_1
AR,5022,State Senate District 22,022
AR,5023,State Senate District 23,023
AR,5024,State Senate District 24,024
AR,5025,State Senate District 25,025
AR,5026,State Senate District 26,026
AR,5027,State Senate District 27,027
AR,5028,State Senate District 28,028
AR,5029,State Senate District 29,029
AR,5030,State Senate District 30,030
AR,5031,State Senate District 31,031
AR,5032,State Senate District 32,032
AR,5033,State Senate District 33,033
AR,5034,State Senate District 34,034
AR,5035,State Senate District 35,035
AZ,4001,State Senate District 1,001
AZ,4002,State Senate District 2,002
AZ,4003,State Senate District 3,003
AZ,4004,State Senate District 4,004
AZ,4005,State Senate District 5,005
AZ,4006,State Senate District 6,006
AZ,4007,State Senate District 7,007
AZ,4008,State Senate District 8,008
AZ,4009,State Senate District 9,009
AZ,4010,State Senate District 10,010
AZ,4011,State Senate District 11,011
AZ,4012,State Senate District 12,012
AZ,4013,State Senate District 13,013
AZ,4014,State Senate District 14,014
AZ,4015,State Senate District 15,015
AZ,4016,State Senate District 16,016
AZ,4017,State Senate District 17,017
AZ,4018,State Senate District 18,018
AZ,4019,State Senate District 19,019
AZ,4020,State Senate District 20,020
AZ,4021,State Senate District 21,021
AZ,4022,State Senate District 22,022
AZ,4023,State Senate District 23,023
AZ,4024,State Senate District 24,024
AZ,4025,State Senate District 25,025
AZ,4026,State Senate District 26,026
AZ,4027,State Senate District 27,027
AZ,4028,State Senate District 28,028
AZ,4029,State Senate District 29,029
AZ,4030,State Senate District 30,030
CA,6001,State Senate District 1,001
CA,6002,State Senate District 2,002
CA,6003,State Senate District 3,003
CA,6004,State Senate District 4,004
CA,6005,State Senate District 5,005
CA,6006,State Senate District 6,006
CA,6007,State Senate District 7,007
CA,6008,State Senate District 8,008
CA,6009,State Senate District 9,009
CA,6010,State Senate District 10,010
CA,6011,State Senate District 11,011
CA,6012,State Senate District 12,012
CA,6013,State Senate District 13,013
CA,6014,State Senate District 14,014
CA,6015,State Senate District 15,015
CA,6016,State Senate District 16,016
CA,6017,State Senate District 17,017
CA,6018,State Senate District 18,018
CA,6019,State Senate District 19,019
CA,6020,State Senate District 20,020
CA,6021,State Senate District 21,021
CA,6022,State Senate District 22,022
CA,6023,State Senate District 23,023
CA,6024,State Senate District 24,024
CA,6025,State Senate District 25,025
CA,6026,State Senate District 26,026
CA,6027,State Senate District 27,027
CA,6028,State Senate District 28,028
CA,6029,State Senate District 29,029
CA,6030,State Senate District 30,030
CA,6031,State Senate District 31,031
CA,6032,State Senate District 32,032
CA,6033,State Senate District 33,033
CA,6034,State Senate District 34,034
CA,6035,State Senate District 35,035
CA,6036,State Senate District 36,036
CA,6037,State Senate District 37,037
CA,6038,State Senate District 38,038
CA,6039,State Senate District 39,039
CA,6040,State Senate District 40,040
CO,8001,State Senate District 1,001
CO,8002,State Senate District 2,002
CO,8003,State Senate District 3,003
CO,8004,State Senate District 4,004
CO,8005,State Senate District 5,005
CO,8006,State Senate District 6,006
CO,8007,State Senate District 7,007
CO,8008,State Senate District 8,008
CO,8009,State Senate District 9,009
CO,8010,State Senate District 10,010
CO,8011,State Senate District 11,011
CO,8012,State Senate District 12,012
CO,8013,State Senate District 13,013
CO,8014,State Senate District 14,014
CO,8015,State Senate District 15,015
CO,8016,State Senate District 16,016
CO,8017,State Senate District 17,017
CO,8018,State Senate District 18,018
CO,8019,State Senate District 19,019
CO,8020,State Senate District 20,020
CO,8021,State Senate District 21,021
CO,8022,State Senate District 22,022
CO,8023,State Senate District 23,023
CO,8024,State Senate District 24,024
CO,8025,State Senate District 25,025
CO,8026,State Senate District 26,026
CO,8027,State Senate District 27,027
CO,8028,State Senate District 28,028
CO,8029,State Senate District 29,029
CO,8030,State Senate District 30,030
CO,8031,State Senate District 31,031
CO,8032,State Senate District 32,032
CO,8033,State Senate District 33,033
CO,8034,State Senate District 34,034
CO,8035,State Senate District 35,035
CT,9001,State Senate District 1,001
CT,9002,State Senate District 2,002
CT,9003,State Senate District 3,003
CT,9004,State Senate District 4,004
CT,9005,State Senate District 5,005
CT,9006,State Senate District 6,006
CT,9007,State Senate District 7,007
CT,9008,State Senate District 8,008
CT,9009,State Senate District 9,009
CT,9010,State Senate District 10,010
CT,9011,State Senate District 11,011
CT,9012,State Senate District 12,012
CT,9013,State Senate District 13,013
CT,9014,State Senate District 14,014
CT,9015,State Senate District 15,015
CT,9016,State Senate District 16,016
CT,9017,State Senate District 17,017
CT,9018,State Senate District 18,018
CT,9019,State Senate District 19,019
CT,9020,State Senate District 20,020
CT,9021,State Senate District 21,021
CT,9022,State Senate District 22,022
CT,9023,State Senate District 23,023
CT,9024,State Senate District 24,024
CT,9025,State Senate District 25,025
CT,9026,State Senate District 26,026
CT,9027,State Senate District 27,027
CT,9028,State Senate District 28,028
CT,9029,State Senate District 29,029
CT,9030,State Senate District 30,030
CT,9031,State Senate District 31,031
CT,9032,State Senate District 32,032
CT,9033,State Senate District 33,033
CT,9034,State Senate District 34,034
CT,9035,State Senate District 35,035
CT,9036,State Senate District 36,036
DC,11001,Ward 1,001
DC,11002,Ward 2,002
DC,11003,Ward 3,003
DC,11004,Ward 4,004
DC,11005,Ward 5,005
DC,11006,Ward 6,006
DC,11007,Ward 7,007
DC,11008,Ward 8,008
DE,10001,State Senate District 1,001
DE,10002,State Senate District 2,002
DE,10003,State Senate District 3,003
DE,10004,State Senate District 4,004
DE,10005,State Senate District 5,005
DE,10006,State Senate District 6,006
DE,10007,State Senate District 7,007
DE,10008,State Senate District 8,008
DE,10009,State Senate District 9,009
DE,10010,State Senate District 10,010
DE,10011,State Senate District 11,011
DE,10012,State Senate District 12,012
DE,10013,State Senate District 13,013
DE,10014,State Senate District 14,014
DE,10015,State Senate District 15,015
DE,10016,State Senate District 16,016
DE,10017,State Senate District 17,017
DE,10018,State Senate District 18,018
DE,10019,State Senate District 19,019
DE,10020,State Senate District 20,020
DE,10021,State Senate District 21,021
FL,12001,State Senate District 1,001
FL,12002,State Senate District 2,002
FL,12003,State Senate District 3,003
FL,12004,State Senate District 4,004
FL,12005,State Senate District 5,005
FL,12006,State Senate District 6,006
FL,12007,State Senate District 7,007
FL,12008,State Senate District 8,008
FL,12009,State Senate District 9,009
FL,12010,State Senate District 10,010
FL,12011,State Senate District 11,011
FL,12012,State Senate District 12,012
FL,12013,State Senate District 13,013
FL,12014,State Senate District 14,014
FL,12015,State Senate District 15,015
FL,12016,State Senate District 16,016
FL,12017,State Senate District 17,017
FL,12018,State Senate District 18,018
FL,12019,State Senate District 19,019
FL,12020,State Senate District 20,020
FL,12021,State Senate District 21,021
FL,12022,State Senate District 22,022
FL,12023,State Senate District 23,023
FL,12024,State Senate District 24,024
FL,12025,State Senate District 25,025
FL,12026,State Senate District 26,026
FL,12027,State Senate District 27,027
FL,12028,State Senate District 28,028
FL,12029,State Senate District 29,029
FL,12030,State Senate District 30,030
FL,12031,State Senate District 31,031
FL,12032,State Senate District 32,032
FL,12033,State Senate District 33,033
FL,12034,State Senate District 34,034
FL,12035,State Senate District 35,035
FL,12036,State Senate District 36,036
FL,12037,State Senate District 37,037
FL,12038,State Senate District 38,038
FL,12039,State Senate District 39,039
FL,12040,State Senate District 40,040
GA,13001,State Senate District 1,001
GA,13002,State Senate District 2,002
GA,13003,State Senate District 3,003
GA,13004,State Senate District 4,004
GA,13005,State Senate District 5,005
GA,13006,State Senate District 6,006
GA,13007,State Senate District 7,007
GA,13008,State Senate District 8,008
GA,13009,State Senate District 9,009
GA,13010,State Senate District 10,010
GA,13011,State Senate District 11,011
GA,13012,State Senate District 12,012
GA,13013,State Senate District 13,013
GA,13014,State Senate District 14,014
GA,13015,State Senate District 15,015
GA,13016,State Senate District 16,016
GA,13017,State Senate District 17,017
GA,13018,State Senate District 18,018
GA,13019,State Senate District 19,019
GA,13020,State Senate District 20,020
GA,13021,State Senate District 21,021
GA,13022,State Senate District 22,022
GA,13023,State Senate District 23,023
GA,13024,State Senate District 24,024
GA,13025,State Senate District 25,025
GA,13026,State Senate District 26,026
GA,13027,State Senate District 27,027
GA,13028,State Senate District 28,028
GA,13029,State Senate District 29,029
GA,13030,State Senate District 30,030
GA,13031,State Senate District 31,031
GA,13032,State Senate District 32,032
GA,13033,State Senate District 33,033
GA,13034,State Senate District 34,034
GA,13035,State Senate District 35,035
GA,13036,State Senate District 36,036
GA,13037,State Senate District 37,037
GA,13038,State Senate District 38,038
GA,13039,State Senate District 39,039
GA,13040,State Senate District 40,040
GA,13041,State Senate District 41,041
GA,13042,State Senate District 42,042
GA,13043,State Senate District 43,043
GA,13044,State Senate District 44,044
GA,13045,State Senate District 45,045
GA,13046,State Senate District 46,046
GA,13047,State Senate District 47,047
GA,13048,State Senate District 48,048
GA,13049,State Senate District 49,049
GA,13050,State Senate District 50,050
GA,13051,State Senate District 51,051
GA,13052,State Senate District 52,052
GA,13053,State Senate District 53,053
GA,13054,State Senate District 54,054
GA,13055,State Senate District 55,055
GA,13056,State Senate District 56,056
HI,15001,State Senate District 1,001
HI,15002,State Senate District 2,002
HI,15003,State Senate District 3,003
HI,15004,State Senate District 4,004
HI,15005,State Senate District 5,005
HI,15006,State Senate District 6,006
HI,15007,State Senate District 7,007
HI,15008,State Senate District 8,008
HI,15009,State Senate District 9,009
HI,15010,State Senate District 10,010
HI,15011,State Senate District 11,011
HI,15012,State Senate District 12,012
HI,15013,State Senate District 13,013
HI,15014,State Senate District 14,014
HI,15015,State Senate District 15,015
HI,15016,State Senate District 16,016
HI,15017,State Senate District 17,017
HI,15018,State Senate District 18,018
HI,15019,State Senate District 19,019
HI,15020,State Senate District 20,020
HI,15021,State Senate District 21,021
HI,15022,State Senate District 22,022
HI,15023,State Senate District 23,023
HI,15024,State Senate District 24,024
HI,15025,State Senate District 25,025
IA,19001,State Senate District 1,001
IA,19002,State Senate District 2,002
IA,19003,State Senate District 3,003
IA,19004,State Senate District 4,004
IA,19005,State Senate District 5,005
IA,19006,State Senate District 6,006
IA,19007,State Senate District 7,007
IA,19008,State Senate District 8,008
IA,19009,State Senate District 9,009
IA,19010,State Senate District 10,010
IA,19011,State Senate District 11,011
IA,19012,State Senate District 12,012
IA,19013,State Senate District 13,013
IA,19014,State Senate District 14,014
IA,19015,State Senate District 15,015
IA,19016,State Senate District 16,016
IA,19017,State Senate District 17,017
IA,19018,State Senate District 18,018
IA,19019,State Senate District 19,019
IA,19020,State Senate District 20,020
IA,19021,State Senate District 21,021
IA,19022,State Senate District 22,022
IA,19023,State Senate District 23,023
IA,19024,State Senate District 24,024
IA,19025,State Senate District 25,025
IA,19026,State Senate District 26,026
IA,19027,State Senate District 27,027
IA,19028,State Senate District 28,028
IA,19029,State Senate District 29,029
IA,19030,State Senate District 30,030
IA,19031,State Senate District 31,031
IA,19032,State Senate District 32,032
IA,19033,State Senate District 33,033
IA,19034,State Senate District 34,034
IA,19035,State Senate District 35,035
IA,19036,State Senate District 36,036
IA,19037,State Senate District 37,037
IA,19038,State Senate District 38,038
IA,19039,State Senate District 39,039
IA,19040,State Senate District 40,040
IA,19041,State Senate District 41,041
IA,19042,State Senate District 42,042
IA,19043,State Senate District 43,043
IA,19044,State Senate District 44,044
IA,19045,State Senate District 45,045
IA,19046,State Senate District 46,046
IA,19047,State Senate District 47,047
IA,19048,State Senate District 48,048
IA,19049,State Senate District 49,049
IA,19050,State Senate District 50,050
ID,16001,State Senate District 1,001
ID,16002,State Senate District 2,002
ID,16003,State Senate District 3,003
ID,16004,State Senate District 4,004
ID,16005,State Senate District 5,005
ID,16006,State Senate District 6,006
ID,16007,State Senate District 7,007
ID,16008,State Senate District 8,008
ID,16009,State Senate District 9,009
ID,16010,State Senate District 10,010
ID,16011,State Senate District 11,011
ID,16012,State Senate District 12,012
ID,16013,State Senate District 13,013
ID,16014,State Senate District 14,014
ID,16015,State Senate District 15,015
ID,16016,State Senate District 16,016
ID,16017,State Senate District 17,017
ID,16018,State Senate District 18,018
ID,16019,State Senate District 19,019
ID,16020,State Senate District 20,020
ID,16021,State Senate District 21,021
ID,16022,State Senate District 22,022
ID,16023,State Senate District 23,023
ID,16024,State Senate District 24,024
ID,16025,State Senate District 25,025
ID,16026,State Senate District 26,026
ID,16027,State Senate District 27,027
ID,16028,State Senate District 28,028
ID,16029,State Senate District 29,029
ID,16030,State Senate District 30,030
ID,16031,State Senate District 31,031
ID,16032,State Senate District 32,032
ID,16033,State Senate District 33,033
ID,16034,State Senate District 34,034
ID,16035,State Senate District 35,035
IL,17001,State Senate District 1,001
IL,17002,State Senate District 2,002
IL,17003,State Senate District 3,003
IL,17004,State Senate District 4,004
IL,17005,State Senate District 5,005
IL,17006,State Senate District 6,006
IL,17007,State Senate District 7,007
IL,17008,State Senate District 8,008
IL,17009,State Senate District 9,009
IL,17010,State Senate District 10,010
IL,17011,State Senate District 11,011
IL,17012,State Senate District 12,012
IL,17013,State Senate District 13,013
IL,17014,State Senate District 14,014
IL,17015,State Senate District 15,015
IL,17016,State Senate District 16,016
IL,17017,State Senate District 17,017
IL,17018,State Senate District 18,018
IL,17019,State Senate District 19,019
IL,17020,State Senate District 20,020
IL,17021,State Senate District 21,021
IL,17022,State Senate District 22,022
IL,17023,State Senate District 23,023
IL,17024,State Senate District 24,024
IL,17025,State Senate District 25,025
IL,17026,State Senate District 26,026
IL,17027,State Senate District 27,027
IL,17028,State Senate District 28,028
IL,17029,State Senate District 29,029
IL,17030,State Senate District 30,030
IL,17031,State Senate District 31,031
IL,17032,State Senate District 32,032
IL,17033,State Senate District 33,033
IL,17034,State Senate District 34,034
IL,17035,State Senate District 35,035
IL,17036,State Senate District 36,036
IL,17037,State Senate District 37,037
IL,17038,State Senate District 38,038
IL,17039,State Senate District 39,039
IL,17040,State Senate District 40,040
IL,17041,State Senate District 41,041
IL,17042,State Senate District 42,042
IL,17043,State Senate District 43,043
IL,17044,State Senate District 44,044
IL,17045,State Senate District 45,045
IL,17046,State Senate District 46,046
IL,17047,State Senate District 47,047
IL,17048,State Senate District 48,048
IL,17049,State Senate District 49,049
IL,17050,State Senate District 50,050
IL,17051,State Senate District 51,051
IL,17052,State Senate District 52,052
IL,17053,State Senate District 53,053
IL,17054,State Senate District 54,054
IL,17055,State Senate District 55,055
IL,17056,State Senate District 56,056
IL,17057,State Senate District 57,057
IL,17058,State Senate District 58,058
IL,17059,State Senate District 59,059
IN,18001,State Senate District 1,001
IN,18002,State Senate District 2,002
IN,18003,State Senate District 3,003
IN,18004,State Senate District 4,004
IN,18005,State Senate District 5,005
IN,18006,State Senate District 6,006
IN,18007,State Senate District 7,007
IN,18008,State Senate District 8,008
IN,18009,State Senate District 9,009
IN,18010,State Senate District 10,010
IN,18011,State Senate District 11,011
IN,18012,State Senate District 12,012
IN,18013,State Senate District 13,013
IN,18014,State Senate District 14,014
IN,18015,State Senate District 15,015
IN,18016,State Senate District 16,016
IN,18017,State Senate District 17,017
IN,18018,State Senate District 18,018
IN,18019,State Senate District 19,019
IN,18020,State Senate District 20,020
IN,18021,State Senate District 21,021
IN,18022,State Senate District 22,022
IN,18023,State Senate District 23,023
IN,18024,State Senate District 24,024
IN,18025,State Senate District 25,025
IN,18026,State Senate District 26,026
IN,18027,State Senate District 27,027
IN,18028,State Senate District 28,028
IN,18029,State Senate District 29,029
IN,18030,State Senate District 30,030
IN,18031,State Senate District 31,031
IN,18032,State Senate District 32,032
IN,18033,State Senate District 33,033
IN,18034,State Senate District 34,034
IN,18035,State Senate District 35,035
IN,18036,State Senate District 36,036
IN,18037,State Senate District 37,037
IN,18038,State Senate District 38,038
IN,18039,State Senate District 39,039
IN,18040,State Senate District 40,040
IN,18041,State Senate District 41,041
IN,18042,State Senate District 42,042
IN,18043,State Senate District 43,043
IN,18044,State Senate District 44,044
IN,18045,State Senate District 45,045
IN,18046,State Senate District 46,046
IN,18047,State Senate District 47,047
IN,18048,State Senate District 48,048
IN,18049,State Senate District 49,049
IN,18050,State Senate District 50,050
KS,20001,State Senate District 1,001
KS,20002,State Senate District 2,002
KS,20003,State Senate District 3,003
KS,20004,State Senate District 4,004
KS,20005,State Senate District 5,005
KS,20006,State Senate District 6,006
KS,20007,State Senate District 7,007
KS,20008,State Senate District 8,008
KS,20009,State Senate District 9,009
KS,20010,State Senate District 10,010
KS,20011,State Senate District 11,011
KS,20012,State Senate District 12,012
KS,20013,State Senate District 13,013
KS,20014,State Senate District 14,014
KS,20015,State Senate District 15,015
KS,20016,State Senate District 16,016
KS,20017,State Senate District 17,017
KS,20018,State Senate District 18,018
KS,20019,State Senate District 19,019
KS,20020,State Senate District 20,020
KS,20021,State Senate District 21,021
KS,20022,State Senate District 22,022
KS,20023,State Senate District 23,023
KS,20024,State Senate District 24,024
KS,20025,State Senate District 25,025
KS,20026,State Senate District 26,026
KS,20027,State Senate District 27,027
KS,20028,State Senate District 28,028
KS,20029,State Senate District 29,029
KS,20030,State Senate District 30,030
KS,20031,State Senate District 31,031
KS,20032,State Senate District 32,032
KS,20033,State Senate District 33,033
KS,20034,State Senate District 34,034
KS,20035,State Senate District 35,035
KS,20036,State Senate District 36,036
KS,20037,State Senate District 37,037
KS,20038,State Senate District 38,038
KS,20039,State Senate District 39,039
KS,20040,State Senate District 40,040
KY,21001,State Senate District 1,001
KY,21002,State Senate District 2,002
KY,21003,State Senate District 3,003
KY,21004,State Senate District 4,004
KY,21005,State Senate District 5,005
KY,21006,State Senate District 6,006
KY,21007,State Senate District 7,007
KY,21008,State Senate District 8,008
KY,21009,State Senate District 9,009
KY,21010,State Senate District 10,010
KY,21011,State Senate District 11,011
KY,21012,State Senate District 12,012
KY,21013,State Senate District 13,013
KY,21014,State Senate District 14,014
KY,21015,State Senate District 15,015
KY,21016,State Senate District 16,016
KY,21017,State Senate District 17,017
KY,21018,State Senate District 18,018
KY,21019,State Senate District 19,019
KY,21020,State Senate District 20,020
KY,21021,State Senate District 21,021
KY,21022,State Senate District 22,022
KY,21023,State Senate District 23,023
KY,21024,State Senate District 24,024
KY,21025,State Senate District 25,025
KY,21026,State Senate District 26,026
KY,21027,State Senate District 27,027
KY,21028,State Senate District 28,028
KY,21029,State Senate District 29,029
KY,21030,State Senate District 30,030
KY,21031,State Senate District 31,031
KY,21032,State Senate District 32,032
KY,21033,State Senate District 33,033
KY,21034,State Senate District 34,034
KY,21035,State Senate District 35,035
KY,21036,State Senate District 36,036
KY,21037,State Senate District 37,037
KY,21038,State Senate District 38,038
LA,22001,State Senate District 1,001
LA,22002,State Senate District 2,002
LA,22003,State Senate District 3,003
LA,22004,State Senate District 4,004
LA,22005,State Senate District 5,005
LA,22006,State Senate District 6,006
LA,22007,State Senate District 7,007
LA,22008,State Senate District 8,008
LA,22009,State Senate District 9,009
LA,22010,State Senate District 10,010
LA,22011,State Senate District 11,011
LA,22012,State Senate District 12,012
LA,22013,State Senate District 13,013
LA,22014,State Senate District 14,014
LA,22015,State Senate District 15,015
LA,22016,State Senate District 16,016
LA,22017,State Senate District 17,017
LA,22018,State Senate District 18,018
LA,22019,State Senate District 19,019
LA,22020,State Senate District 20,020
LA,22021,State Senate District 21,021
LA,22022,State Senate District 22,022
LA,22023,State Senate District 23,023
LA,22024,State Senate District 24,024
LA,22025,State Senate District 25,025
LA,22026,State Senate District 26,026
LA,22027,State Senate District 27,027
LA,22028,State Senate District 28,028
LA,22029,State Senate District 29,029
LA,22030,State Senate District 30,030
LA,22031,State Senate District 31,031
LA,22032,State Senate District 32,032
LA,22033,State Senate District 33,033
LA,22034,State Senate District 34,034
LA,22035,State Senate District 35,035
LA,22036,State Senate District 36,036
LA,22037,State Senate District 37,037
LA,22038,State Senate District 38,038
LA,22039,State Senate District 39,039
MA,25001,First Suffolk District,001
MA,25002,Second Suffolk District,002
MA,25003,Hampden District,003
MA,25004,"Berkshire, Hampshire, Franklin & Hampden District",004
MA,25005,Second Hampden & Hampshire District,005
MA,25006,"Hampshire, Franklin & Worcester District",006
MA,25007,First Hampden & Hampshire District,007
MA,25008,"Worcester, Hampden, Hampshire & Middlesex District",008
MA,25009,Worcester & Middlesex District,009
MA,25010,First Worcester District,010
MA,25011,Second Worcester District,011
MA,25012,Worcester & Norfolk District,012
MA,25013,First Middlesex District,013
MA,25014,Middlesex & Worcester District,014
MA,25015,Second Middlesex & Norfolk District,015
MA,25016,Third Middlesex District,016
MA,25017,"Norfolk, Bristol & Middlesex District",017
MA,25018,Second Essex & Middlesex District,018
MA,25019,First Essex District,019
MA,25020,First Essex & Middlesex District,020
MA,25021,Second Essex District,021
MA,25022,Third Essex District,022
MA,25023,Fifth Middlesex District,023
MA,25024,Fourth Middlesex District,024
MA,25025,Second Middlesex District,025
MA,25026,Middlesex & Suffolk District,026
MA,25027,First Suffolk & Middlesex District,027
MA,25028,Second Suffolk & Middlesex District,028
MA,25029,First Middlesex & Norfolk District,029
MA,25030,Norfolk & Suffolk District,030
MA,25031,Bristol & Norfolk District,031
MA,25032,"Norfolk, Bristol & Plymouth District",032
MA,25033,Norfolk & Plymouth District,033
MA,25034,Plymouth & Norfolk District,034
MA,25035,Second Plymouth & Bristol District,035
MA,25036,First Plymouth & Bristol District,036
MA,25037,First Bristol & Plymouth District,037
MA,25038,Second Bristol & Plymouth District,038
MA,25039,Plymouth & Barnstable District,039
MA,25040,Cape & Islands District,040
MD,24001,State Senate District 1,001
MD,24002,State Senate District 2,002
MD,24003,State Senate District 3,003
MD,24004,State Senate District 4,004
MD,24005,State Senate District 5,005
MD,24006,State Senate District 6,006
MD,24007,State Senate District 7,007
MD,24008,State Senate District 8,008
MD,24009,State Senate District 9,009
MD,24010,State Senate District 10,010
MD,24011,State Senate District 11,011
MD,24012,State Senate District 12,012
MD,24013,State Senate District 13,013
MD,24014,State Senate District 14,014
MD,24015,State Senate District 15,015
MD,24016,State Senate District 16,016
MD,24017,State Senate District 17,017
MD,24018,State Senate District 18,018
MD,24019,State Senate District 19,019
MD,24020,State Senate District 20,020
MD,24021,State Senate District 21,021
MD,24022,State Senate District 22,022
MD,24023,State Senate District 23,023
MD,24024,State Senate District 24,024
MD,24025,State Senate District 25,025
MD,24026,State Senate District 26,026
MD,24027,State Senate District 27,027
MD,24028,State Senate District 28,028
MD,24029,State Senate District 29,029
MD,24030,State Senate District 30,030
MD,24031,State Senate District 31,031
MD,24032,State Senate District 32,032
MD,24033,State Senate District 33,033
MD,24034,State Senate District 34,034
MD,24035,State Senate District 35,035
MD,24036,State Senate District 36,036
MD,24037,State Senate District 37,037
MD,24038,State Senate District 38,038
MD,24039,State Senate District 39,039
MD,24040,State Senate District 40,040
MD,24041,State Senate District 41,041
MD,24042,State Senate District 42,042
MD,24043,State Senate District 43,043
MD,24044,State Senate District 44,044
MD,24045,State Senate District 45,045
MD,24046,State Senate District 46,046
MD,24047,State Senate District 47,047
ME,23001,State Senate District 1,001
ME,23002,State Senate District 2,002
ME,23003,State Senate District 3,003
ME,23004,State Senate District 4,004
ME,23005,State Senate District 5,005
ME,23006,State Senate District 6,006
ME,23007,State Senate District 7,007
ME,23008,State Senate District 8,008
ME,23009,State Senate District 9,009
ME,23010,State Senate District 10,010
ME,23011,State Senate District 11,011
ME,23012,State Senate District 12,012
ME,23013,State Senate District 13,013
ME,23014,State Senate District 14,014
ME,23015,State Senate District 15,015
ME,23016,State Senate District 16,016
ME,23017,State Senate District 17,017
ME,23018,State Senate District 18,018
ME,23019,State Senate District 19,019
ME,23020,State Senate District 20,020
ME,23021,State Senate District 21,021
ME,23022,State Senate District 22,022
ME,23023,State Senate District 23,023
ME,23024,State Senate District 24,024
ME,23025,State Senate District 25,025
ME,23026,State Senate District 26,026
ME,23027,State Senate District 27,027
ME,23028,State Senate District 28,028
ME,23029,State Senate District 29,029
ME,23030,State Senate District 30,030
ME,23031,State Senate District 31,031
ME,23032,State Senate District 32,032
ME,23033,State Senate District 33,033
ME,23034,State Senate District 34,034
ME,23035,State Senate District 35,035
MI,26001,State Senate District 1,001
MI,26002,State Senate District 2,002
MI,26003,State Senate District 3,003
MI,26004,State Senate District 4,004
MI,26005,State Senate District 5,005
MI,26006,State Senate District 6,006
MI,26007,State Senate District 7,007
MI,26008,State Senate District 8,008
MI,26009,State Senate District 9,009
MI,26010,State Senate District 10,010
MI,26011,State Senate District 11,011
MI,26012,State Senate District 12,012
MI,26013,State Senate District 13,013
MI,26014,State Senate District 14,014
MI,26015,State Senate District 15,015
MI,26016,State Senate District 16,016
MI,26017,State Senate District 17,017
MI,26018,State Senate District 18,018
MI,26019,State Senate District 19,019
MI,26020,State Senate District 20,020
MI,26021,State Senate District 21,021
MI,26022,State Senate District 22,022
MI,26023,State Senate District 23,023
MI,26024,State Senate District 24,024
MI,26025,State Senate District 25,025
MI,26026,State Senate District 26,026
MI,26027,State Senate District 27,027
MI,26028,State Senate District 28,028
MI,26029,State Senate District 29,029
MI,26030,State Senate District 30,030
MI,26031,State Senate District 31,031
MI,26032,State Senate District 32,032
MI,26033,State Senate District 33,033
MI,26034,State Senate District 34,034
MI,26035,State Senate District 35,035
MI,26036,State Senate District 36,036
MI,26037,State Senate District 37,037
MI,26038,State Senate District 38,038
MN,27001,State Senate District 01,001
MN,27002,State Senate District 02,002
MN,27003,State Senate District 03,003
MN,27004,State Senate District 04,004
MN,27005,State Senate District 05,005
MN,27006,State Senate District 06,006
MN,27007,State Senate District 07,007
MN,27008,State Senate District 08,008
MN,27009,State Senate District 09,009
MN,27010,State Senate District 10,010
MN,27011,State Senate District 11,011
MN,27012,State Senate District 12,012
